case_id,customer_message,cluster_id
apple_588114,@AppleSupport  Strange!! My phone having iOS 11.2 rebooting after every couple of minutes. Totally Unusable.,4
apple_2053531,@AppleSupport My phone is being very slow and my screen keeps freezing. What do I do?,9
apple_557736,"Hey @AppleSupport I updated to 11.2, but no Apple Pay cash. What do I do next?",8
apple_721777,@AppleSupport my iTunes radio stations won't play? It appears as if it's going to load for about a second and then nothing,6
apple_1514415,So @AppleSupport y’all really not gonna fix the “i”?,10
apple_1535689,Trust me y'all don't won't the #iphonex what the hell is this @AppleSupport ??? https://t.co/DITREaPPpP,7
apple_2802463,"Hooray for a still crappy running phone  on 11.1.2. 
@115858",4
apple_1900109,Come si fa a far capire a iPhone e iPad che io NON VOGLIO configurare #ApplePay!?!? Mi sta sfinendo... 😢 @AppleSupport,0
apple_1746902,This shit highly annoying. I️ just keep getting question mark boxes. Shit is just sloppy work @115858,5
apple_2843901,@115858 my phone lost 40% of the battery immediately after updating... is that supposed to happen?,11
apple_2896100,HEY @115858. Fix the issue where every time I open a new app my music stops playing or becomes super crackly.,6
apple_1784923,@115858 @116333 I have an iPhone 6S and an iPhone 7+ and the 7+ is worst than the 6S.. Any suggestions or solutions?,7
apple_2015801,@AppleSupport how do you get the music notification off the lock screen. This happens when app isn’t running at all. It doesn’t go away. https://t.co/V6pzsykAfd,6
apple_1395699,"@115858 @AppleSupport 
Hey I made a purchase I didn’t mean to make can you help me?",2
apple_2185173,"nota: estou com um bug no calendario, espero que @115858 arrume isso rapido, ele esta abrindo congelado, nao consigo mecher nele, ios porco",0
apple_31938,@AppleSupport whenever I️ type the letter “i” it auto corrects to a “a ?” What is going on!????,10
apple_2311847,why is @115858 @115948 charging me $12.99 a month when i'm a student and i signed up for $4.99 a month. i'm an unhappy customer.,8
apple_1533075,@AppleSupport what’s up with the questions marking popping ?,5
apple_2199225,Hey @115858 when you fixing this I️ BS,5
apple_2915969,face id gets on my nerves sometimes. i wear glasses and sometimes i take them off when i'm at home and my phone doesn't recognize me. or when i have my hair up it doesn't recognize me either. ughhhhhh @115858 fix this 💀,5
apple_1760245,@AppleSupport Unable to update to 11.1 on my new 8+ phone OTA or with iTunes.  OTA says I don’t have internet and iTunes gives generic error,1
apple_2013497,"@AppleSupport I️ tried the workaround you are providing, but it will still revert back to the ! And symbol when posting on social media",5
apple_2283823,@AppleSupport the hell is this?!?! Completely ruining my typing. Anything that starts with i it trues changing and does even if I keep typeing https://t.co/bRgEnFTtCv,10
apple_2834369,"@AppleSupport This blows; why did you do away with dragging and dropping albums to phones? I used to just plug in my phone, select album from library, and drag over. Now it's so convoluted I don't have time to figure it out before work.",6
apple_2512260,"Brand new phone came out of the box with a giant scratch. Thanks, @AppleSupport @115858 - I hope they don’t blame me for this... https://t.co/SpgSeQIwwd",9
apple_2442741,Why tf is my phone acting up. Get your shit together @115858,9
apple_2057787,"hey, @115858. why is my iPhone 6+ laggy and glitching out ever since i updated to iOS11 🤔",4
apple_259427,Apple Music ça commence à devenir embêtant avec les bugs ! @115948 @AppleSupport,0
apple_1824024,I love @115858 but iOS 11 has been blowing mine from day one and every update seems to be getting worse,4
apple_1657718,@115858 I️ need you to fix this I️ bug!!!,5
apple_94857,"@AppleSupport umm, where is my clock and podcast controls on the lock screen? They’re there but can’t be seen. https://t.co/lVyiB6wwAt",3
apple_1633097,I️ I️ I️ I️ I️ I️. I️ I️ I️. I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ @AppleSupport,10
apple_332076,"@applesupport my ipad air battery only needs 1 or 2 hours to get from 100 to 0 after ios11 update. More people have this, can U fix it ?",11
apple_2652625,@AppleSupport can I make a repair reservation for my MacBook online?,8
apple_772658,lol @ ios 11. My phone is PLUGGED IN and losing battery. Worst update ever @115858 @AppleSupport get your shit together.,4
apple_1828198,@118936 @115858 what is happening with #AppStore #Apple I can’t connect it today with this message “Impossible connect AppStore” help 😱 https://t.co/yFrULfvwWB,8
apple_1143494,Help @115858 why is everything pink😭 https://t.co/oS28OGKB11,2
apple_1081538,"Hey @115858, your iOS is doing that thing again where everything looks shit! #KingsOfUIDesign https://t.co/gXT6TPWlhD",7
apple_2520802,@AppleSupport can we do a battery test on my iPhone 7? I am having some issues.,11
apple_2613334,@AppleSupport my iPhone 8 earpiece is making a “crackling” noise and I️ only had it for a week! What’s up with that?,7
apple_2080903,@AppleSupport why is my E Mail always stuck on this screen? https://t.co/yPCReKsi5b,5
apple_2363083,When are you going to fix this I️ sh*t @115858?!,5
apple_519296,@AppleSupport what is going on with the clock app??????,3
apple_1828140,Never thought I’d say that I’m over my Apple products but my god. iOS 11 is so damn awful for my 7 Plus. @AppleSupport this is absurd.,4
apple_1332287,Anyone had problems with alarms on their phone since the new iOS update? Mine goes off late &amp; almost made me late for work today! @115858,7
apple_1368985,@AppleSupport this has happened to me twice today. I’ve manually reset time to fix. How do I get the correct time to stick? https://t.co/YOS1JWLMp2,3
apple_2441878,Dear @AppleSupport thanks for the new update now my phone turns its self on and off when it wants too and casually will play music when it wants my phone is seriously broke ! :((,1
apple_1773953,@AppleSupport Which companies do Apple UK tend to use to deliver there items? I am planning to purchase a Macbook. Thank you.,8
apple_980184,"Ever since I did the new update, I can’t put my calls on speakerphone 😡 @115858",1
apple_1484022,Exhibits B and C @AppleSupport https://t.co/6JjcLYsmPr,2
apple_2296172,Every time I see or write i it comes up as “! [?]” anyone know how to fix this @AppleSupport,10
apple_1748825,@AppleSupport I️ ⬅️ fix this,5
apple_1962457,"@AppleSupport Hi, so I had 6k+ pictures got deleted. Yes there's 230 in the recently deleted but those are the only ones remained. https://t.co/RfjENfG2zj",3
apple_2379330,@AppleSupport SMD For This “I️”,10
apple_1711941,This capital I iOS bug is extremely annoying @115858,10
apple_244175,@AppleSupport - Major battery drain issues on iPhone 8 Plus running iOS 11.1 public beta 1. How can this be fixed?,11
apple_2943377,Morning @AppleSupport what does this continuous pop-up mean please? I’m on the latest IOS. Thanks - Tommie. https://t.co/XQ8ng0wEA9,3
apple_1894118,@AppleSupport its been two days and my apple music still does not even open until on my phone. i deleted it and reinstalled... come on ppl,6
apple_1973857,"@116333 I am using iphone 6s with 10.3.3, now I am confuse that should I update my iphone with 11.1 or not. need suggestion please",4
apple_773541,"@AppleSupport can you help me? my “Screen Recording” tool doesn’t record with the screen audio anymore, what can i do?",3
apple_1704705,Well like. I️ never want to know if niggas out here masturbating in front of one another. That’s weird.,2
apple_2285819,I hate you iOS 11. I want my smooth functioning phone back 😞 @115858,4
apple_1401388,Anyone else have their phone ruined by the new @115858 iOS update? Cuz yea this really sucks 🙄,1
apple_2037275,"I* 

P.S. @115858 fix this issue, thanks. https://t.co/T2YZYhkTfi",5
apple_1857095,@AppleSupport can you explain what quantum computing my iPhone7 might be doing in background that 100% battery @84024 falls to 35% by 9:15 am?,11
apple_550696,@AppleSupport how do I enable apple pay cash card,8
apple_848071,"@AppleSupport soooo since some of the apps I bought are unavailable in iOS 11, do we get refunded money?",8
apple_656330,@115858 when are you guys fixing the I️,10
apple_1643853,So can yall like fix this glitch with the letter I @AppleSupport,10
apple_2210634,@AppleSupport @115858 what's the latest model of the #airpod? Also will they work with #iPhone8? #xmas #presents #treats,8
apple_1714118,"@AppleSupport, i haven’t been able to fix seeing the “A followed by a question mark in a box” thing. Phone is up to date as well.",5
apple_2676010,For real @115858 because if I️ type one more fucking I️ and it turns to an A with a ? Mark I’m gonna throw apples at your store window https://t.co/KRRD2FrMzK,10
apple_875108,"@115714  @AppleSupport okay guys IOS new update I get nothing but 1X or 3G in my house, usually had full LTE. Fix pls",1
apple_1678515,I’d never sleep if I️ didn’t drink lol,2
apple_1261347,@AppleSupport fix this crackling sound in the software already please 🙄 shit is mad annoying,5
apple_409709,This is why I may never buy another @115858 phone. The new iTunes won't back up my older phone. No reason other than to force new phone buy.,7
apple_496824,"@AppleSupport Have there been many issues with the 8+ freezing, waking up to screen not working, apps crashing, and video/photo editing? Mine definitely has. I upgrade to the 8+ the day it was released (from a 5c). It was an awesome upgrade. However, these issues are not so great",4
apple_659464,"@115858  you suck! With the latest iOS, battery drains at least 40% faster. #apple",11
apple_1768114,"@AppleSupport, Are Your Update Servers Having Problems? Unable To Verify Updates On Multiple Devices, Multiple Links? #iPhone #iOS111 #Apple",4
apple_2889458,The amount of times my phone is sticking with the iOS software is driving me insane! 🤬🤬 Can we have an update that works please @115858,1
apple_1846014,"@AppleSupport Hi there, will you be fixing the notifications problems since iOS 11 was released? Last two updates didn’t fix it.",4
apple_2372253,Okay if this I️ shit could stop that would be much appreciated @115858,2
apple_976674,@AppleSupport did the update now I’m lucky to get a half day charge on my battery!! Uggghhh,11
apple_493531,"Because @115858 sucks.  I lost 6,000 photos on my iPhone.   That’s a whole year of my baby girl I won’t get back.  I will NEVER EVER BUY AN IPHONE AGAIN.  I’ve never been so frustrated with a phone in my entire life.",7
apple_805665,"I updated my phone and the functions aren’t working right. Fix it now, I pay too much money @AppleSupport",9
apple_2042657,". @AppleSupport frustrated the battery dies within minutes now, photos were lost!!  How do I uninstall this “update” ?!? #iPhoneUpdate",1
apple_1656588,@AppleSupport iOS 11.1 is really buggy please fix this now !!!!!,4
apple_2310610,@AppleSupport After updating to macOS High Sierra version 10.13.1 I have not been able to connect to my internet router. My other devices that are connected to the same internet work fine. Connecting with a hotspot works. How do I fix the main internet connection? https://t.co/ofjahv1wOR,3
apple_2512246,Really not happy with @115858 new software. My phone has not stopped freezing and going blank. Am I the only one? HELP,1
apple_2774310,Hey @115858. My 27 Oct #iPhoneX order still processing w/ delivery set to 24 Nov - how can that be? When ppl around me getting theirs way ahead. @AppleSupport is very vague. Should I worry?,8
apple_1649566,"Ever since your #ios11 update, my, and my wife’s, @115858 devices keep dropping WiFi. Your motto used to be”it just works”. Now they only work sometimes. It’s getting old fast. Stop fixing what ain’t broke.",4
apple_1774049,@AppleSupport when y’all going to fix the problem I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,5
apple_2646298,Music coming from #AirPods but I don’t know from where especially since the volume is down/off 🤔 @AppleSupport https://t.co/MCwxyXFVnl,6
apple_920895,oh my goddd this update makes me want to throw my phone like every time I fucking use it so fucking slow fuck y’all @115858 (still gonna get iPhones tho),1
